time,mV
1.48,-0.287
1.49,-0.251
1.5,-0.214
1.51,-0.182
1.52,-0.171
1.53,-0.108
1.54,-0.028
1.55,0.017
1.56,0.044
1.57,0.036
1.58,0.065
1.59,0.077
1.6,0.054
1.61,0.065
1.62,0.036
1.6300000000000001,0.052
1.6400000000000001,0.052
1.6500000000000001,0.07
1.6600000000000001,0.034
1.67,0.53
1.68,1.271
1.69,0.343
1.7,-0.477
1.71,-0.076
1.72,0.039
1.73,0.138
1.74,0.165
1.75,0.139
1.76,0.173
1.77,0.153
1.78,0.162
1.79,0.146
1.8,0.142
1.81,0.129
1.82,0.111
1.83,0.08
1.84,0.03
1.85,-0.041
1.86,-0.09
1.87,-0.159
1.8800000000000001,-0.25
1.8900000000000001,-0.317
1.9000000000000001,-0.384
1.9100000000000001,-0.431
1.92,-0.482
1.93,-0.502
1.94,-0.509
1.95,-0.507
1.96,-0.45
1.97,-0.386
1.98,-0.317
1.99,-0.251
2,-0.202
2.0100000000000002,-0.177
2.02,-0.153
2.0300000000000002,-0.119
2.04,-0.074
2.05,-0.02
2.06,-0.002
2.07,0.062
2.08,0.154
2.09,0.194
2.1,0.252
2.11,0.295
2.12,0.276
2.13,0.281
2.14,0.285
2.15,0.299
2.16,0.3
2.17,0.312
2.18,0.284
2.19,0.281
2.2,0.276
2.21,0.439
2.22,1.231
2.23,0.83
2.24,-0.31
2.25,-0.097
2.2600000000000002,0.217
2.27,0.287
2.2800000000000002,0.36
2.29,0.345
2.3000000000000003,0.372
2.31,0.344
2.32,0.369
2.33,0.348
2.34,0.318
2.35,0.298
2.36,0.289
2.37,0.266
2.38,0.202
2.39,0.148
2.4,0.089
2.41,0.004
2.42,-0.098
2.43,-0.162
2.44,-0.229
2.45,-0.287
2.46,-0.344
2.47,-0.392
2.48,-0.393
2.49,-0.379
2.5,-0.353
2.5100000000000002,-0.306
2.52,-0.245
2.5300000000000002,-0.189
2.54,-0.141
2.5500000000000003,-0.128
2.56,-0.096
2.57,-0.064
2.58,-0.047
2.59,-0.008
2.6,0.027
2.61,0.069
2.62,0.123
2.63,0.183
2.64,0.232
2.65,0.256
2.66,0.231
2.67,0.247
2.68,0.262
2.69,0.237
2.7,0.215
2.71,0.217
2.72,0.23
2.73,0.194
2.74,0.181
2.75,0.236
2.7600000000000002,1.009
2.77,1.129
2.7800000000000002,-0.132
2.79,-0.317
2.8000000000000003,0.103
2.81,0.139
2.82,0.22
2.83,0.199
2.84,0.207
2.85,0.195
2.86,0.191
2.87,0.185
2.88,0.162
2.89,0.153
2.9,0.117
2.91,0.088
2.92,0.052
2.93,0.014
2.94,-0.059
2.95,-0.161
2.96,-0.253
2.97,-0.35
2.98,-0.423
2.99,-0.477
3,-0.537
3.0100000000000002,-0.594
3.02,-0.632
3.0300000000000002,-0.628
3.04,-0.584
3.0500000000000003,-0.541
3.06,-0.499
3.0700000000000003,-0.438
3.08,-0.395
3.09,-0.347
3.1,-0.309
3.11,-0.292
3.12,-0.258
3.13,-0.217
3.14,-0.171
3.15,-0.141
3.16,-0.093
3.17,-0.006
3.18,0.04
3.19,0.074
3.2,0.071
3.21,0.077
3.22,0.079
3.23,0.04
3.24,0.061
3.25,0.057
3.2600000000000002,0.075
3.27,0.042
3.2800000000000002,0.054
3.29,0.069
3.3000000000000003,0.655
3.31,1.262
3.3200000000000003,0.205
3.33,-0.469
3.34,-0.081
3.35,-0.005
3.36,0.105
3.37,0.116
3.38,0.095
3.39,0.097
3.4,0.072
3.41,0.077
3.42,0.055
3.43,0.065
3.44,0.062
3.45,0.027
3.46,-0.03
3.47,-0.063
3.48,-0.135
3.49,-0.217
3.5,-0.297
3.5100000000000002,-0.403
3.52,-0.483
3.5300000000000002,-0.567
3.54,-0.627
3.5500000000000003,-0.669
3.56,-0.697
3.5700000000000003,-0.695
3.58,-0.668
3.59,-0.625
3.6,-0.574
3.61,-0.503
3.62,-0.446
3.63,-0.402
3.64,-0.359
3.65,-0.328
3.66,-0.296
3.67,-0.265
3.68,-0.262
3.69,-0.21
3.7,-0.155
3.71,-0.107
3.72,-0.028
3.73,0.005
3.74,0.031
3.75,0.02
3.7600000000000002,0.031
3.77,0.047
3.7800000000000002,0.028
3.79,0.038
3.8000000000000003,0.085
3.81,0.059
3.8200000000000003,0.073
3.83,0.034
3.84,0.265
3.85,1.159
3.86,0.701
3.87,-0.435
3.88,-0.222
3.89,0.041
3.9,0.099
3.91,0.153
3.92,0.105
3.93,0.157
3.94,0.165
3.95,0.174
3.96,0.168
3.97,0.166
3.98,0.148
3.99,0.11
4,0.091
4.01,0.065
4.0200000000000005,0.008
4.03,-0.096
4.04,-0.175
4.05,-0.222
4.0600000000000005,-0.306
4.07,-0.389
4.08,-0.435
4.09,-0.465
4.1,-0.503
4.11,-0.518
4.12,-0.502
4.13,-0.487
4.14,-0.425
4.15,-0.351
4.16,-0.285
4.17,-0.23
4.18,-0.203
4.19,-0.159
4.2,-0.129
4.21,-0.101
4.22,-0.062
4.23,-0.008
4.24,0.02
4.25,0.082
4.26,0.185
4.2700000000000005,0.213
4.28,0.244
4.29,0.266
4.3,0.272
4.3100000000000005,0.262
4.32,0.253
4.33,0.254
4.34,0.228
4.3500000000000005,0.267
4.36,0.262
4.37,0.202
4.38,0.262
4.39,0.972
4.4,1.122
4.41,-0.068
4.42,-0.318
4.43,0.143
4.44,0.232
4.45,0.311
4.46,0.287
4.47,0.313
4.48,0.313
4.49,0.297
4.5,0.302
4.51,0.282
4.5200000000000005,0.295
4.53,0.27
4.54,0.222
4.55,0.211
4.5600000000000005,0.167
4.57,0.085
4.58,0.029
4.59,-0.069
4.6000000000000005,-0.177
4.61,-0.219
4.62,-0.267
4.63,-0.338
4.64,-0.355
4.65,-0.4
4.66,-0.404
4.67,-0.344
4.68,-0.315
4.69,-0.258
4.7,-0.216
4.71,-0.166
4.72,-0.105
4.73,-0.077
4.74,-0.033
4.75,-0.03
4.76,-0.013
4.7700000000000005,0.065
4.78,0.085
4.79,0.123
4.8,0.2
4.8100000000000005,0.232
4.82,0.3
4.83,0.32
4.84,0.295
4.8500000000000005,0.256
4.86,0.235
4.87,0.265
4.88,0.239
4.89,0.244
4.9,0.214
4.91,0.222
4.92,0.2
4.93,0.692
4.94,1.323
4.95,0.357
4.96,-0.41
4.97,-0.008
4.98,0.128
4.99,0.206
5,0.236
5.01,0.229
5.0200000000000005,0.243
5.03,0.214
5.04,0.224
5.05,0.203
5.0600000000000005,0.197
5.07,0.161
5.08,0.117
5.09,0.09
5.1000000000000005,0.029
5.11,-0.025
5.12,-0.086
5.13,-0.191
5.14,-0.287
5.15,-0.379
5.16,-0.459
5.17,-0.508
5.18,-0.551
5.19,-0.6
5.2,-0.606
5.21,-0.588
5.22,-0.55
5.23,-0.48
5.24,-0.436
5.25,-0.392
5.26,-0.331
5.2700000000000005,-0.301
5.28,-0.284
5.29,-0.252
5.3,-0.215
5.3100000000000005,-0.176
5.32,-0.141
5.33,-0.1
5.34,-0.022
5.3500000000000005,0.025
5.36,0.068
5.37,0.091
5.38,0.069
5.39,0.109
5.4,0.092
5.41,0.075
5.42,0.058
5.43,0.064
5.44,0.047
5.45,0.04
5.46,0.068
5.47,0.379
5.48,1.246
5.49,0.719
5.5,-0.442
5.51,-0.225
5.5200000000000005,-0.003
5.53,0.044
5.54,0.113
5.55,0.083
5.5600000000000005,0.107
5.57,0.08
5.58,0.091
5.59,0.079
5.6000000000000005,0.066
5.61,0.027
5.62,-0.01
5.63,-0.021
5.64,-0.066
5.65,-0.124
5.66,-0.208
5.67,-0.293
5.68,-0.39
5.69,-0.484
5.7,-0.548
5.71,-0.632
5.72,-0.674
5.73,-0.714
5.74,-0.755
5.75,-0.721
5.76,-0.675
5.7700000000000005,-0.621
5.78,-0.556
5.79,-0.492
5.8,-0.437
5.8100000000000005,-0.4
5.82,-0.379
5.83,-0.355
5.84,-0.307
5.8500000000000005,-0.269
5.86,-0.237
5.87,-0.195
5.88,-0.139
5.89,-0.081
5.9,-0.045
5.91,-0.022
5.92,-0.029
5.93,-0.021
5.94,-0.028
5.95,-0.023
5.96,-0.023
5.97,-0.033
5.98,-0.019
5.99,-0.05
6,-0.027
6.01,0.054
6.0200000000000005,0.849
6.03,0.992
6.04,-0.274
6.05,-0.425
6.0600000000000005,-0.056
6.07,-0.074
6.08,0.024
6.09,0.007
6.1000000000000005,0.047
6.11,0.046
6.12,0.041
6.13,0.037
6.140000000000001,0.017
6.15,0.01
6.16,-0.012
6.17,-0.048
6.18,-0.096
6.19,-0.137
6.2,-0.215
6.21,-0.277
6.22,-0.385
6.23,-0.49
6.24,-0.521
6.25,-0.603
6.26,-0.667
6.2700000000000005,-0.705
6.28,-0.736
6.29,-0.716
6.3,-0.678
6.3100000000000005,-0.591
6.32,-0.526
6.33,-0.461
6.34,-0.369
6.3500000000000005,-0.345
6.36,-0.317
6.37,-0.258
6.38,-0.2
6.390000000000001,-0.175
6.4,-0.158
6.41,-0.115
6.42,-0.062
6.43,0.074
6.44,0.114
6.45,0.115
6.46,0.159
6.47,0.139
6.48,0.161
6.49,0.161
6.5,0.153
6.51,0.141
6.5200000000000005,0.167
6.53,0.157
6.54,0.179
6.55,0.142
6.5600000000000005,0.547
6.57,1.202
6.58,0.282
6.59,-0.485
6.6000000000000005,-0.001
6.61,0.144
6.62,0.202
6.63,0.234
6.640000000000001,0.237
6.65,0.272
6.66,0.229
6.67,0.248
6.68,0.251
6.69,0.252
6.7,0.24
6.71,0.194
6.72,0.149
6.73,0.121
6.74,0.048
6.75,-0.025
6.76,-0.092
6.7700000000000005,-0.168
6.78,-0.255
6.79,-0.32
6.8,-0.355
6.8100000000000005,-0.394
6.82,-0.405
6.83,-0.442
6.84,-0.445
6.8500000000000005,-0.391
6.86,-0.323
6.87,-0.264
6.88,-0.22
6.890000000000001,-0.173
6.9,-0.139
6.91,-0.09
6.92,-0.046
6.93,0.002
6.94,0.046
6.95,0.072
6.96,0.134
6.97,0.201
6.98,0.255
6.99,0.328
7,0.332
7.01,0.333
7.0200000000000005,0.362
7.03,0.343
7.04,0.351
7.05,0.334
7.0600000000000005,0.349
7.07,0.313
7.08,0.32
7.09,0.293
7.1000000000000005,0.512
7.11,1.323
7.12,0.808
7.13,-0.306
7.140000000000001,-0.044
7.15,0.26
7.16,0.299
7.17,0.359
7.18,0.329
7.19,0.344
7.2,0.324
7.21,0.327
7.22,0.317
7.23,0.329
7.24,0.305
7.25,0.276
7.26,0.266
7.2700000000000005,0.203
7.28,0.137
7.29,0.066
7.3,0.005
7.3100000000000005,-0.088
7.32,-0.191
7.33,-0.246
7.34,-0.316
7.3500000000000005,-0.358
7.36,-0.408
7.37,-0.455
7.38,-0.426
7.390000000000001,-0.405
7.4,-0.348
7.41,-0.266
7.42,-0.227
7.43,-0.198
7.44,-0.159
7.45,-0.11
7.46,-0.082
7.47,-0.043
7.48,-0.019
7.49,-0.014
7.5,0.034
7.51,0.109
7.5200000000000005,0.17
7.53,0.214
7.54,0.247
7.55,0.238
7.5600000000000005,0.236
7.57,0.228
7.58,0.223
7.59,0.221
7.6000000000000005,0.204
7.61,0.216
7.62,0.182
7.63,0.211
7.640000000000001,0.222
7.65,0.884
7.66,1.333
7.67,0.173
7.68,-0.334
7.69,0.056
7.7,0.139
7.71,0.228
7.72,0.213
7.73,0.216
7.74,0.2
7.75,0.213
7.76,0.213
7.7700000000000005,0.201
7.78,0.203
7.79,0.163
7.8,0.144
7.8100000000000005,0.094
7.82,0.049
7.83,-0.022
7.84,-0.114
7.8500000000000005,-0.202
7.86,-0.295
7.87,-0.387
7.88,-0.439
7.890000000000001,-0.507
7.9,-0.579
7.91,-0.583
7.92,-0.607
7.930000000000001,-0.581
7.94,-0.514
7.95,-0.482
7.96,-0.423
7.97,-0.355
7.98,-0.314
7.99,-0.277
8,-0.24
8.01,-0.231
8.02,-0.207
8.03,-0.15
8.040000000000001,-0.119
8.05,-0.078
8.06,-0.004
8.07,0.064
8.08,0.099
8.09,0.089
8.1,0.116
8.11,0.133
8.120000000000001,0.093
8.13,0.093
8.14,0.07
8.15,0.094
8.16,0.086
8.17,0.102
8.18,0.112
8.19,0.302
8.2,1.187
8.21,0.857
8.22,-0.339
8.23,-0.221
8.24,0.036
8.25,0.079
8.26,0.139
8.27,0.091
8.28,0.111
8.290000000000001,0.077
8.3,0.099
8.31,0.096
8.32,0.097
8.33,0.084
8.34,0.042
8.35,0.017
8.36,-0.022
8.370000000000001,-0.076
8.38,-0.172
8.39,-0.236
8.4,-0.312
8.41,-0.413
8.42,-0.496
8.43,-0.563
8.44,-0.613
8.45,-0.665
8.46,-0.678
8.47,-0.681
8.48,-0.636
8.49,-0.58
8.5,-0.528
8.51,-0.447
8.52,-0.394
8.53,-0.354
8.540000000000001,-0.33
8.55,-0.281
8.56,-0.254
8.57,-0.24
8.58,-0.21
8.59,-0.176
8.6,-0.089
8.61,-0.027
8.620000000000001,0.014
8.63,0.052
8.64,0.058
8.65,0.053
8.66,0.021
8.67,0.034
8.68,0.048
8.69,0.026
8.700000000000001,0.051
8.71,0.026
8.72,0.049
8.73,0.037
8.74,0.696
8.75,1.116
8.76,-0.071
8.77,-0.454
8.78,-0.02
8.790000000000001,0
8.8,0.134
8.81,0.117
8.82,0.123
8.83,0.157
8.84,0.132
8.85,0.143
8.86,0.118
8.870000000000001,0.117
8.88,0.128
8.89,0.102
8.9,0.063
8.91,0.044
8.92,-0.022
8.93,-0.092
8.94,-0.154
8.950000000000001,-0.264
8.96,-0.305
8.97,-0.366
8.98,-0.431
8.99,-0.445
9,-0.49
9.01,-0.478
9.02,-0.455
9.03,-0.404
9.040000000000001,-0.324
9.05,-0.275
9.06,-0.229
9.07,-0.184
9.08,-0.116
9.09,-0.089
9.1,-0.069
9.11,0.005
9.120000000000001,0.054
9.13,0.083
9.14,0.129
9.15,0.21
9.16,0.265
9.17,0.312
9.18,0.348
9.19,0.324
9.200000000000001,0.336
9.21,0.347
9.22,0.367
9.23,0.363
9.24,0.362
9.25,0.362
9.26,0.329
9.27,0.278
9.28,0.566
9.290000000000001,1.267
9.3,0.704
9.31,-0.304
9.32,-0.013
9.33,0.287
9.34,0.344
9.35,0.402
9.36,0.37
9.370000000000001,0.419
9.38,0.395
9.39,0.378
9.4,0.394
9.41,0.403
9.42,0.372
9.43,0.338
9.44,0.319
9.450000000000001,0.296
9.46,0.24
9.47,0.163
9.48,0.078
9.49,0.009
9.5,-0.051
9.51,-0.16
9.52,-0.204
9.53,-0.24
9.540000000000001,-0.295
9.55,-0.303
9.56,-0.295
9.57,-0.247
9.58,-0.196
9.59,-0.155
9.6,-0.096
9.61,-0.037
9.620000000000001,0.008
9.63,0.03
9.64,0.072
9.65,0.138
9.66,0.149
9.67,0.197
9.68,0.25
9.69,0.316
9.700000000000001,0.446
9.71,0.476
9.72,0.457
9.73,0.468
9.74,0.501
9.75,0.487
9.76,0.448
9.77,0.446
9.78,0.439
9.790000000000001,0.444
9.8,0.431
9.81,0.383
9.82,0.585
9.83,1.403
9.84,1.261
9.85,0.008
9.86,-0.042
9.870000000000001,0.378
9.88,0.413
9.89,0.471
9.9,0.475
9.91,0.506
9.92,0.472
9.93,0.465
9.94,0.461
9.950000000000001,0.449
9.96,0.417
9.97,0.372
9.98,0.361
9.99,0.307
